mal_id,title_english,title_japanese,synonyms,media_type,status,num_episodes,start_date,mean,rank,popularity,num_scoring_users,members,source,rating,studios,genres,themes,synopsis
11761,Medaka Box,めだかボックス,N/A,tv,finished_airing,12,2012-04-05,7.01,4810,1011,115072,277341,manga,pg_13,Gainax,Action|Comedy|Ecchi|Martial Arts|School|Shounen|Super Power,Martial Arts,"Medaka Kurokami is, in the truest sense of the word, perfect. Beautiful, intelligent, and athletic, Medaka's dream is to make others happy. So when she runs for Student Council President of the prestigious Hakoniwa Academy, winning the election with 98% of the votes is only to be expected. 

The very first thing the boisterous new president does is set up the ""Medaka Box,"" a suggestion box allowing students to submit any kind of request for assistance. Together with the cynical Zenkichi Hitoyoshi, her childhood friend who has been strong-armed into helping, Medaka fulfills these requests at a ridiculous rate. For every job completed, she adds flowers to the student council room, with the aim of filling the entire school. However, the two are about to find out that helping others may be a lot harder than they think as they begin to uncover a devastating plan centering on the academy and even Medaka herself!

[Written by MAL Rewrite]"
56820,Thirty-six Cavalry,三十六骑,N/A,ona,finished_airing,13,2023-10-09,6.57,7513,17321,134,614,novel,pg_13,CG Year,Action|Drama|Historical|Martial Arts,Martial Arts,"Emperor Ming of the Han Dynasty bestowed Ban Chao, who came from a family of historians, the Bronze Swallow Tally, and delegated him on a mission to the Western Regions in search of the secret of immortality and the Golden Buddha which he once dreamed of. Ban Chao gathered together Kungfu masters hidden in the capital, the heirs to the Mo Clan, members of the Thieves' Guild, and the Yelang shaman, etc., in total of thirty-six people to form his squad. In addition to fulfilling the Emperor's wish, during this mission, he also tried to find his family's historical connections and the real culprit who framed his father.

(Source: Youku)"
58876,Jinwu Guard: The Wind Rises in Jinling,金吾卫之风起金陵,N/A,ona,finished_airing,16,2024-05-18,,17550,18648,106,486,web_novel,pg_13,CG Year,Action|Adventure|Fantasy|Martial Arts,Martial Arts,"Thunder and fire kill people, rumors spread, and rat-faced sinister soldiers rampage across the imperial capital. Everything seems to point to the secrets of the former dynasty that were wiped out by thunder and fire. A pair of hands brought three very different young men together. Jing Yifei, the cold and proud female master of Jinwu Guard, was ordered to find out the truth about the rat soldiers. Bai Qi, the descendant of Jieyi who lives in seclusion in the mountains, led his master to go down the mountain to find a young machine master to join the Jinwu Guard. But the person he was looking for, Qin Ming, was deceiving and abducting him!? As the three of them continued to work together, they gradually came closer to the truth about Lei Huo.

(Source: iQIYI)"
52735,Romance of Three Kingdoms 3rd Season,三国演义 第三季,N/A,ona,finished_airing,26,2023-01-01,,20003,21217,30,309,web_novel,pg_13,Yinhe Changxing Culture,Action|Drama|Fantasy|Historical|Martial Arts,Martial Arts,Third season of Sanguo Yanyi.
15873,Pyun Pyun Maru,ピュンピュン丸,Hana no Pyun Pyun Maru,tv,finished_airing,26,1967-07-03,,19605,16548,116,723,N/A,g,Toei Animation,Action|Comedy|Martial Arts,Martial Arts,"The Ninja Pyun Pyun-Maru and his brother Chibi-Maru are working at an office that accepts anything. They solve unexpected happenings caused by other Ninjas. 

(Source: TOEI Animation Europe catalog)"
1541,Fist of the Blue Sky,蒼天の拳,N/A,tv,finished_airing,22,2006-10-05,6.72,6559,6314,4263,13983,manga,r,APPP,Action|Historical|Martial Arts,Martial Arts,"A mysterious man known as ""the King of Death"" roams the streets of pre-war Shanghai in this action-packed prequel to Fist of the North Star.

Shanghai in the 1930s is a dangerous place. Foreign governments and Chinese factions have carved the city into different quarters, each with its own laws and government, and all rife with corruption. As the major powers vie for political control, the streets are left to local gangs. Life is cheap, and death is always near.

In days past, one man walked these mean streets battling the forces of evil. He was known only as Yan Wang, ""the King of Death."" Few knew who he really was, but many knew that he was a master of Hokuto Shinken - Fist of the North Star - a lethal martial art. He disappeared years ago after dispatching the city's worst gangsters, and is now rumored to be in Japan. Various people have come to Japan in search of him, but who will find him first?"
38409,Scissor Seven,刺客伍六七,伍六七|Wu Liuqi|Cike Wuliuqi|Ci Ke Wu Liu Qi|Assassin Seven|Killer Seven,ona,finished_airing,10,2018-04-25,7.89,935,1877,66361,139073,original,pg_13,Sharefun Studio,Action|Comedy|Drama|Martial Arts|Mystery|Romance|Super Power,Martial Arts,"To the casual eye, the amnesiac bounty hunter Wu Liuqi looks quite intimidating. With his deadly telekinetic scissor techniques and his ability to seamlessly transform into anything, one would not expect his modest demeanor. In fact, Wu is quite terrible at his job. Often times the freelancer can be found botching an assassination or targeting the wrong person. While his failures could be due to his subpar skills, it usually boils down to him being a normal kid, with a heart unsuited for his line of work.

Accompanied by his feathered friend Dai Bo, Wu is on a simple quest to regain his memories. Although his inconspicuous day job as a hairdresser and his after-hours occupation are simply a means for him to repay debt, his various ventures seem to intertwine with his pursuit to recover his lost past.

[Written by MAL Rewrite]
"
38410,Scissor Seven: Extra Episodes,刺客伍六七 番外,伍六七 番外|Wu Liuqi: Fanwai|Cike Wuliuqi: Fanwai|Ci Ke Wu Liu Qi: Fan Wai|Assassin Seven: Extra|Killer Seven: Extra,ona,finished_airing,4,2018-08-01,7.53,2020,4557,17938,31384,original,r,Sharefun Studio,Action|Comedy|Drama|Martial Arts|Mystery|Romance|Super Power,Martial Arts,Extra episodes of Scissor Seven.
62990,Jade Dynasty Final Season,诛仙 最终季,诛仙 第四季|Zhu Xian 4th Season|Jade Dynasty 4th Season,ona,not_yet_aired,0,N/A,,,17883,0,555,web_novel,pg_13,Cloud Art,Action|Adventure|Fantasy|Historical|Martial Arts,Martial Arts,Final season of Zhu Xian.
62991,The Degenerate-Drawing Jianghu 8th Season,画江湖之不良人 捌,画江湖之不良人 第八季|Hua Jianghu: Bu Liang Ren 8th Season,ona,not_yet_aired,0,2027,,,24150,0,171,original,pg_13,Rocen,Action|Adventure|Drama|Historical|Martial Arts,Martial Arts,"Having survived a life-or-death ordeal in the northern deserts, Li Xingyun finally returns to his homeland. Faced with the sudden changes at Huan Yin Fang and the many mysteries surrounding Ji Ruxue, how will he break through the predicament? In this world, grudges are easily settled, but the boat of the heart is hard to cross. Crisis resurfaces in the Central Plains; let's see how Bu Liang Ren once again quell the turmoil!

(Source: Tencent, translated)"
3600,Yotoden: Chronicle of the Warlord Period,戦国奇譚妖刀伝,Sengoku Kidan Youtouden|Yotoden OVA,ova,finished_airing,3,1987-05-21,6.36,8801,10718,1249,3489,novel,r,J.C.Staff,Action|Martial Arts|Mythology|Supernatural,Martial Arts,"In the year 1580, a man named Lord Nobunaga Oda sends hoards of unholy armies across Japan, slaying all who stand in their way. A young ninja escapes her villages' destruction with a short sword, one of the three mystical weapons that can end Oda's rule. During her quest, she is joined by two other ninjas who wield the other two weapons of legend, the sacred sword and spear. 

(Source: ANN) "
9745,Sengoku Basara - Samurai Kings: The Movie,劇場版 戦国BASARA -The Last Party-,Gekijouban Sengoku Basara: The Last Party,movie,finished_airing,1,2011-06-04,7.56,1910,4539,14955,31564,game,pg_13,Production I.G,Action|Fantasy|Historical|Martial Arts|Samurai,Martial Arts,"The story of the film is set after the conflict instigated by Toyotomi Hideyoshi ended, but not before the Battle of Sekigahara determines who shall be the Shogun of Japan.

(Source: ANN)"
62992,Great Journey of Teenagers 5,少年歌行之南明离火,少年歌行 第五季|Shaonian Ge Xing 5th Season|Great Journey of Teenagers 5th Season,ona,not_yet_aired,0,N/A,,,23544,0,191,web_novel,pg_13,Qingkong Qian Li,Action|Adventure|Historical|Martial Arts,Martial Arts,"After the Heaven-Splitting Sword was drawn, the divine weapons scattered across the land began to show unusual signs. Xiao Se, together with several sworn friends from the jianghu, set out to seek the divine weapons and save the world.

(Source: Youku)"
3605,Princess Army: Wedding Combat,ぷりんせすARMY - ウェディング★COMBAT -,N/A,ova,finished_airing,2,1992-08-01,5.05,14212,12363,813,2203,manga,pg_13,J.C.Staff,Action|Martial Arts|Romance|Shoujo,Martial Arts,"The story is about Aida Nonoka who is rescued from a drunken attacker by a judoist. She then resolves to become as good as her savior, hoping that one day to recognize him by the scar on his back. She then transferred into a new high school where she meets two older boys who could possibly the person to whom she owes her life and to give her heart.

(Source: AniDB)"
1559,KenIchi: The Mightiest Disciple,史上最強の弟子 ケンイチ,History's Strongest Disciple Kenichi,tv,finished_airing,50,2006-10-08,8.03,705,870,165563,323906,manga,pg_13,TMS Entertainment,Action|Comedy|Martial Arts|School|Shounen,Martial Arts,"Whenever he is not getting pummeled in the karate club after school, high schooler Kenichi Shirahama can be found with his head buried in one of the many self-help books he carries with him every day. One day, on the way to school, Kenichi accidentally frightens the new student in his class, leading her to throw him down onto the ground. After apologizing for her violent reflexes, she introduces herself as Miu Furinji and asks Kenichi to be her friend.

Later that day, after karate club practice, Kenichi is given an ultimatum by one of the other club members: they will fight next week and the loser has to quit the club permanently. While lamenting his imminent defeat in the upcoming fight, Kenichi witnesses Miu fend off three thugs easily. Fed up with being perpetually bullied by those more powerful than him, he asks Miu for tips on how to become a better fighter. She directs Kenichi to her grandfather's dojo, Ryouzanpaku, where several skilled—albeit strange—masters of extreme martial arts have gathered to hone their abilities. Miu promises that Kenichi will become significantly stronger, but only if he manages to stay alive.

With those ominous words looming in his mind and the appearance of a criminal martial arts gang known as ""Ragnarok"" threatening the safety of those around him, Kenichi takes the first step on his journey to become a world-class fighter and a defender of the defenseless.

[Written by MAL Rewrite]"
1560,Voltage Fighter Gowcaizer,超人学園ゴウカイザー　ＴＨＥ　ＶＯＬＴＡＧＥ　ＦＩＧＨＴＥＲＳ,Choujin Gakuen Gowkaiser|Superhuman Academy Gowcaizer|Voltage Fighter Gowcaizer: The Movie,ova,finished_airing,3,1996-09-27,5.25,13834,8753,2166,6228,game,r+,J.C.Staff,Action|Ecchi|Gore|Martial Arts|Sci-Fi|Super Power,Martial Arts,"It is the dawn of the 21st century. The cataclysmic earthquake which reduced half of Tokyo to a broken landscape of twisted steel and shattered stone was only the first sign of the impending apocalypse. 

Athletic and popular, Isato Kaiza was an otherwise ordinary student. But nothing could've prepared him for the day he was given a Caizer Stone by fellow student Kash , alias Hellstinger. Armed with the mysterious crystal, Isato now possesses the power to transform into the armored hero: Gowcaizer! 

To save the Earth, Gowcaizer and Hellstinger must join forces against Omni Exist, the manifestation of all negative human desires, and the force behind the recent disasters, before the entity obliterates the human race! "
38425,Ikkitousen: Western Wolves,一騎当千 Western Wolves,Ikki Tousen: Western Wolves,ova,finished_airing,3,2019-01-03,6.38,8663,5731,4351,17912,manga,r+,Arms,Action|Ecchi|Martial Arts|School|Seinen|Super Power,Martial Arts,"Finally, the Kanto fighters gathered at their destination, Yamato Gakuin. There, the Kansai fighters who were wearing a strange spirit due to Himiko's curse were waiting. Chouhi, who was in the middle of her training, senses that Ryuubi is in danger and decides to head to Yamato Gakuin. However, the Kanto fighters fall down one after another in front of Himiko, who draws out the power of the magatama. Kan'u and Ryuubi are cornered. At that moment, Chouhi's magatama shines brightly. Chouhi, wake up――!!

(Source: Offical website)"
52765,Ten Thousand Worlds 2nd Season,万界独尊 第二季,N/A,ona,finished_airing,224,2022-08-16,7.31,3087,11507,712,2800,web_novel,pg_13,Ruo Hong Culture,Action|Adventure|Fantasy|Historical|Martial Arts,Martial Arts,Second season of Wan Jie Du Zun.
1568,Sumomomo Momomo: The World's Strongest Bride,すもももももも〜地上最強のヨメ〜,N/A,tv,finished_airing,22,2006-10-06,6.84,5767,2899,26050,72580,manga,pg_13,Studio Hibari,Action|Comedy|Harem|Martial Arts|Romance|Seinen,Martial Arts,"Koushi Inuzuka is a smart high school student who aims to become a public prosecutor. Unfortunately for our good guy, he was born into a martial arts family whose head (ie his father) only knows one language: violence. When Koushi was still a baby, his father made a pact with his biggest rival to marry Koushi to his opponent-turned-friend's daughter. The union of the two blood lines is supposed to bring forth Earth's strongest martial arts clan. 

Skip forward: Koushi is in high school, oblivious to the marriage arranged for him at his birth. Enter Momoko Kuzuryuu: sugar bomb, airhead, loli martial arts artist and Koushi's self-proclaimed bride (the strongest on Earth, no less). Her wish for sexual intercourse meets with Koushi's square refusal as he has absolutely no desire to get it on with someone who looks like she could be his little sister, not to mention that he doesn't have the foggiest idea who she actually is. 

Meanwhile, a war has broken out between the martial arts families. For Koushi, this means that numerous fighters are out to challenge/assassinate him. As if that weren't bad enough, our protagonist also has a fight phobia due to a traumatic incident that took place in his childhood. Now it's up to Momoko and her superhuman fighting skills to protect her ""husband."" Will the two sweethearts survive the trials and tribulations ahead of them? More importantly, will Momoko get her way receiving a baby from Koushi? 

(Source: Kotonoha) "
15905,Qin's Moon: The Great Wall,秦时明月之万里长城,秦时明月 肆 万里长城|Qin's Moon 4|Qin Shi Ming Yue 4: The Great Wall,tv,finished_airing,37,2012-09-30,7.07,4521,13295,400,1659,novel,pg_13,Sparkly Key Animation Studio,Action|Fantasy|Historical|Martial Arts,Martial Arts,"The fourth season takes place after the Mechanical City has collapsed and the Mohists are almost eliminated. The Qin Empire plans for a period of peace and prosperity and the Emperor utilizes a huge amount of labor to build the Great Wall and plans more sophisticated programs. There is apprehension in the city about the function of the giant boat ""Mirage"" which appears off the coast. Various rebel factions came together in Shanghai to defeat the Emperor's ambition. The Emperor and his forces, including the Quicksand group, the Yin-Yang School, Net Trap Organization and swordsman Shengqi are all arraigned against the rebel group comprising the Mohists, Confucianists and the Taoists. Tianming's education and training continue as he is faced with more and more challenges as leader of the Mohists. 

(Source: Qin's Moon Wiki)"
38435,Tales of Demon and God 3rd Season,妖神记 第三季,Yao Shen Ji: Ying Yao Pian|妖神记之影妖篇|Tales of Demons and Gods 3rd Season,ona,finished_airing,40,2018-09-25,7.51,2146,7378,4640,9582,web_novel,pg_13,Ruo Hong Culture,Action|Adventure|Fantasy|Historical|Martial Arts|Romance,Martial Arts,Third season of Yao Shen Ji.
38436,Fights Break Sphere 3,斗破苍穹 第3季,Battle Through the Heavens 3rd Season|Fights Break Sphere 3rd Season|BTTH,ona,finished_airing,12,2019-07-21,7.86,1007,6829,5554,11560,web_novel,pg_13,Motion Magic,Action|Adventure|Fantasy|Historical|Martial Arts|Romance,Martial Arts,"To obtain the Magic Flame, Xiao Yan and his teacher went to a desert full of snakes, which angered the Master of the Snake Tribe, Yue Mei. When Xiao Yan was on the very edge of death, he was rescued by the Master of Fight, whose face was hidden by a mask. As it turned out, he was also looking for the Magic Flame. The Snake Tribe refused to hand over the Magic Flame to the Master of Fight, but when he attacked the Queen of the tribe, it turned out that it was just a shell, and the real queen is preparing to absorb the Magic Flame in order to become the God of Fight. The Snake Tribe attacked those who dared to raise their hand against their queen, while Xiao Yan was able to find traces of the Magic Flame in the midst of the battle and hunt down the Queen..."
11813,KenIchi: The Mightiest Disciple OVA,史上最強の弟子 ケンイチ OVA,History's Strongest Disciple Kenichi OVA|Shijou Saikyou no Deshi Kenichi: Yami no Shuugeki,ova,finished_airing,11,2012-03-14,7.88,973,3164,30669,62432,manga,r+,Brain's Base,Action|Comedy|Martial Arts|School|Shounen,Martial Arts,"OVAs of History's Strongest Disciple Kenichi bundled with volumes 46, 47, 49, 53, 54, 55, & 56 of the manga."
3625,Battle Royal High School,真魔神伝　バトルロイヤルハイスクール,Shin Majinden,ova,finished_airing,1,1987-12-10,5.66,12541,7096,4188,10596,manga,r+,D.A.S.T Corporation,Action|Gore|Horror|Martial Arts|Mythology|Shounen|Super Power|Supernatural,Martial Arts,"Riki Hyoudo dreams of becoming the strongest fighter in the world—and the first step in his journey is to take on the entirety of his high school's karate team. Donning his signature leopard mask, Riki defeats the members one by one before finishing off the imposing team captain, Baba. As he celebrates his victory, he is met with an unpleasant surprise: his fighting skill has caught the attention of Byoudo, Master of the Dark Realm.

Now, Riki faces a slew of opponents from both Earth and the Dark Realm, throwing his life into chaos. With his life on the line, Riki is forced to turn to new-found powers that put his humanity in jeopardy.

[Written by MAL Rewrite]"
48684,Ten Thousand Worlds,万界独尊,N/A,ona,finished_airing,50,2021-04-06,7.2,3786,10087,1332,4232,web_novel,pg_13,Ruo Hong Culture,Action|Fantasy|Historical|Martial Arts,Martial Arts,"On this day, Lin Feng was condensing his martial soul in the Lin Mansion. He didn't want to, he had just cultivated his sword martial soul into a prototype, and his fiancee Ji Manyao took the opportunity to take away his martial soul, causing him to vomit blood and die. At the same time, Lin Feng's spirit entered the place where the gods were buried. The mysterious woman in the place told Lin Feng that he could gain huge martial arts power and knowledge by destroying the ancient gods buried here. In the real world, Lin Feng, who was originally the eldest young master of the Lin family, was no longer respected by his servants because he lost his sword spirit. It was not until Lin Feng used the power obtained from the place of burial to defeat Lin Yuhong, the powerhouse of Huangjie Wuhun, that the Lin family's attitude towards Lin Feng changed. On the other hand, Lin Feng killed Qin Xiao who was fighting with him because he couldn't control the newly acquired power well. Qin Xiao is the grandson of the first elder of the Qin family, and has always been favored by the elders. Now that Qin Xiao was killed, the elders of the Qin family were unwilling.

(Source: Tencent Video)"
5691,Flame of Recca: Final Burning,烈火の炎 FINAL BURNING,Recca no Honoo,special,finished_airing,1,2004-06-10,6.97,5010,8044,2797,7699,manga,pg_13,Studio Pierrot,Action|Adventure|Martial Arts|School|Sci-Fi|Shounen|Super Power,Martial Arts,"This episode explains why the title of the series is ""Flame of Recca"". The things that happened in this short OAV was in the last volume, volume 33, of the tankoubon of Flame of Recca."
11835,Qin's Moon: Hundred Schools of Thought,秦时明月之诸子百家,Qín Shí Míng Yuè 3|The Legend of Swordsman 3|Qin's Moon 3|Qin Shi Ming Yue 3: Hundred Schools of Thought,tv,finished_airing,34,2011-06-10,6.9,5406,13214,410,1695,novel,pg_13,Sparkly Key Animation Studio,Action|Fantasy|Historical|Martial Arts,Martial Arts,"The first part of this season continues where the second season ended, and the battle for the Mohist school finds its conclusion.

In the second part of the season, new alliances are made and new foes arise.

(Source: AniDB)"
30268,The Warrior,黃飛鴻勇闖天下,Once Upon A Time In China,movie,finished_airing,1,2005,,17219,22820,48,221,N/A,g,N/A,Action|Martial Arts,Martial Arts,A Chinese movie from 2005.
56894,Dragon Ball Daima,ドラゴンボール ダイマ,N/A,tv,finished_airing,20,2024-10-11,7.57,1855,1913,63816,136419,manga,pg_13,Toei Animation,Action|Adventure|Comedy|Fantasy|Martial Arts|Shounen,Martial Arts,"After saving the world from the destructive might of Majin Buu, Gokuu Son and his allies look forward to a well-earned rest. However, unbeknownst to them, their battle was recorded and observed by Gomah, an evil being who assumes the title of King in the Demon Realm, filling the void left behind with the death of former ruler Dabura.

At Gomah's side is Degesu, the younger brother of Higashi no Kaioshin, a being who lords over the universe. Jealous of his brother's power, Degesu works alongside Gomah to steal Earth's Dragon Balls and preemptively subdue any potential future enemies. Calling upon the power of the legendary dragon Shenron, Gomah wishes for Gokuu and his friends to be reverted into children, intending to rob them of the limitless power that defeated Buu. With Earth's greatest warriors shrunken down, Gomah abducts Dende, the planet's acting god.

But Gokuu refuses to be set back by his new body, working to master his younger form to fight as proficiently as he could as an adult. Joined by Kaioshin and Glorio—a mysterious but seemingly rebellious demon—Gokuu pursues Gomah to the Demon Realm in order to rescue Dende and restore his friends to their natural ages.

[Written by MAL Rewrite]"
44606,Hua Jianghu: Richang Pian,画江湖日常篇,大侠之路,ona,finished_airing,10,2017-10-13,,17197,21724,43,280,original,pg_13,N/A,Action|Adventure|Martial Arts,Martial Arts,
11841,Qin's Moon: Night Ends - Daylight,秦时明月之夜尽天明,Qín Shí Míng Yuè 2|The Legend of Swordsman 2|Qin's Moon 2|Qin Shi Ming Yue 2: Night Ends - Daybreak,tv,finished_airing,18,2008-07-17,6.65,7012,13450,446,1585,novel,pg_13,Sparkly Key Animation Studio,Action|Fantasy|Historical|Martial Arts,Martial Arts,"After narrowly escaping Wei Zhuang's assassins, Jing Tianming, Ge Nie, and their allies seek refuge in Mechanical City, the Mohist School's impregnable stronghold hidden deep in the mountains. Protected by hundreds of traps and mechanical beasts, the fortress remains one of the few places untouched by the Qin Empire and is a haven for those conspiring to overthrow the empire.

Unfazed by the challenge of breaching such a secure fortress, Wei Zhuang enlists the help of the infamous Gongshu clan, who are known for their aggressive, war-focused mechanical technology. Armed with their deadly inventions, Wei Zhuang sends a specialized force to infiltrate Mechanical City, aiming to sow turmoil within their ranks and bring them down from within.

[Written by MAL Rewrite]"
38467,Wu Geng Ji: San Jie,武庚纪之三界,Wu Geng Ji 3rd Season|The Legend and the Hero|Feng Shen Ji|Chronicles of the God's Order,ona,finished_airing,42,2019-12-20,7.19,3836,11097,993,3142,manga,pg_13,Sparkly Key Animation Studio,Action|Fantasy|Historical|Martial Arts,Martial Arts,Third season of Wu Geng Ji.
3655,Nabari no Ou,隠の王,Nabari no Oh|King of Nabari,tv,finished_airing,26,2008-04-07,7.25,3451,1581,68465,173144,manga,pg_13,J.C.Staff,Action|Drama|Martial Arts|Shounen|Supernatural,Martial Arts,"Silent, apathetic, yet mischievous, 14-year-old Rokujou Miharu is the bearer of the hijutsu ""Shinrabanshou,"" a powerful technique many ninja clans desire so they can become the ruler of Nabari. His classmate Kouichi Aizawa and English teacher Thobari Durandal Kumohira are both secretly Banten clan ninjas who have pledged themselves to protect Miharu from his many attackers. Keeping apathetic, Miharu attempts to reject their invitation to join their ninja ""club."" However, after numerous attacks, he finds no choice but to join their group as a means for his survival. Slowly, Miharu gets ever closer to becoming the ruler of Nabari.

[Written by MAL Rewrite]"
26183,Ikkitousen: Extravaganza Epoch,一騎当千 Extravaganza Epoch,Ikki Tousen: Extravaganza Epoch,ova,finished_airing,2,2014-12-21,6.54,7679,5827,5352,17216,manga,r+,Arms,Action|Ecchi|Martial Arts|School|Seinen|Super Power,Martial Arts,"Sonsaku Hakufu along with Shokatsuryou Koumei, Chouhi Ekitoku, and Ryuubi Gentoku are investigating Magatama-related incidents that occurred in the last week. Apparently warriors coming from the west are involved, and the defeated all bore the markings of a sword brim on their bodies. Kan'u Unchou, a special A-rank, set out to investigate the enemies, but supposedly loses to them. Ekitoku suspects Kansai has people that are S-ranks, since this is the only way such a defeat could be explained. They then all plan to meet up with Chouun Shiryuu and Kan at a nearby temple, to ensure that there are no more victims, but things are starting to look very grim...

(Source: foo2)"
1608,Salaryman Kintarou,サラリーマン金太郎,N/A,tv,finished_airing,20,2001-02-18,7.42,2530,6860,3473,11442,manga,r+,JCF,Action|Adult Cast|Comedy|Drama|Martial Arts|Seinen,Martial Arts,"The story follows Kintaro, former leader of a widely feared and respected biker gang, who decides that its time to ""straighten out"" and become a ""salaryman"" since his wife died and he has to take care of his young son.

(Source: AniDB)"
44615,Magical Legend: Rise to Immortality,太乙仙魔录之灵飞纪,N/A,ona,finished_airing,26,2016-03-08,,20757,15519,120,928,original,pg_13,Dancing CG Studio,Action|Adventure|Fantasy|Historical|Martial Arts,Martial Arts,"Qingcheng Mountain was destroyed and Xuanmen (Profound Gate) suffered a great calamity. Qing Yu's Altar Master Xing Xiang Zi ordered Zhu Dian's reincarnation, Leng Shuangning, to go to Kunlun and fight the Demon Army. The magic power was in the air, and the hidden feeling was bewildering. As the two of them boarded Kunlun, Black Hand was planning something behind the scenes...

(Source: Bigbloom)"
36428,The Seven Warring States Fan,战国FAN,The Seven|Zhan Guo Fan,ona,finished_airing,15,2016-07-20,,22345,14277,143,1278,original,r,2:10 Animation,Action|Fantasy|Martial Arts|Super Power,Martial Arts,
9806,Qin's Moon: Hundred Steps Flying Sword,秦时明月之百步飞剑,Qín Shí Míng Yuè|The Legend of Swordsman|Qin's Moon|Qin Shi Ming Yue,tv,finished_airing,10,2007-02-14,6.28,9304,10274,684,4024,novel,pg_13,Sparkly Key Animation Studio,Action|Fantasy|Historical|Martial Arts,Martial Arts,"In a newly unified empire ruled by the Qin Emperor, young orphan Jing Tianming and his protector, Ge Nie, are forced into a life on the run. Once celebrated as Qin's strongest swordsman, Nie is now branded a traitor, and Tianming suffers from an unknown illness. Bound by an old promise, Nie is determined to protect Tianming as enemies encircle them.

When an elite unit of three hundred men is sent to capture them, Nie cuts them down but is left gravely wounded. While struggling to keep him alive, Tianming accidentally runs into Xiang Shaoyu—a proud and skilled fighter from the fallen Chu Kingdom who is determined to reclaim his people's lost honor. The trio seeks refuge in the reclusive Mohist School, one of the most notable factions resisting Qin rule.

As Nie receives much-needed medical attention from the Mohists, the Qin Emperor enlists the help of a cunning man named Wei Zhuang. An old rival of Nie and a disciple of the same master, Wei Zhuang and his group of deadly assassins will stop at nothing to see Tianming's group dead.

[Written by MAL Rewrite]"
58530,Agmaleul Igin Eogsoe,악마를 이긴 억쇠,N/A,tv_special,finished_airing,1,2021,,15011,29810,6,49,original,pg_13,N/A,Action|Adventure|Fantasy|Martial Arts,Martial Arts,
58964,Batman Ninja vs. Yakuza League,ニンジャバットマン対ヤクザリーグ,N/A,movie,finished_airing,1,2025-03-21,6.94,5181,7222,2503,10132,other,pg_13,Kamikaze Douga,Action|Martial Arts|Samurai,Martial Arts,Sequel to Ninja Batman.
63062,Sword and Fairy 3,仙剑奇侠传叁,仙剑奇侠传三|Xian Jian Qi Xia Zhuan 3|Chinese Paladin 3|Xian Jian Qi Xia Chuan San,ona,currently_airing,26,2025-12-30,,21561,21820,29,275,game,pg_13,Year Young Culture,Action|Adventure|Fantasy|Historical|Martial Arts,Martial Arts,"A thousand years ago, the divine general Fei Peng and the Demon Sovereign Chong Lou engaged in a fierce battle in the New Immortal Realm. The divine sword ""Zhao Dan"" fell to the mortal world, and Fei Peng was demoted to earth. A millennium later, the Lock Demon Tower of Shu Mountain trembled, and Fei Peng's reincarnation, Jing Tian, who obtained the demonic sword, embarked on an adventure alongside Tang Xuejian, Xu Changqing, and Zi Xuan to collect the Five Spirit Orbs and seal the Lock Demon Tower.

(Source: WeTV)"
38490,The Westward,西行纪,Xi Xing Ji|Journey to the West|Westbound|Westbound Discipline,ona,finished_airing,16,2018-07-18,6.85,5725,11345,755,2934,manga,pg_13,BYMENT,Action|Adventure|Fantasy|Historical|Martial Arts,Martial Arts,"The journey to the West was a conspiracy of heaven! After Sutra went missing for more than a decade, Heaven sent its army to search, in order not to let the Sutra once again fall into the hands of heaven, the journey to West begin again.

(Source: White Cloud Pavilion)"
38491,Stellar Transformation,星辰变,Xing Chen Bian|Legend of Immortals,ona,finished_airing,12,2018-10-05,7.49,2235,7313,3889,9823,web_novel,pg_13,Foch Film|Yien Animation Studio,Action|Adventure|Fantasy|Historical|Martial Arts|Romance,Martial Arts,"Having problems with his meridians and thus rendered incapable of practicing the internal arts, Qin Yu lives in seclusion with Grandfather Lian. To cheer up a depressed Qin Yu, Lian gifts him a peculiar bird, which the former names Xiao Hei.

Wanting to be recognized by his father, Qin Yu embarks on the path of cultivation. With Zhao Yunxing's rigorous training method, he strives to overcome his physiological hindrance and become an expert in the external arts. While resting from one such training session, Qin Yu discovers a red crystal that, to his surprise, fuses with his body. Unbeknownst to him, this subtle transformation gives Qin Yu astounding abilities that will aid him as he sets out, with Xiao Hei in tow, to prove that he is worthy of his father's acknowledgement.

[Written by MAL Rewrite]
"
54875,My Heroic Husband,赘婿,N/A,ona,finished_airing,12,2023-04-23,7.33,2979,12996,602,1803,web_novel,pg_13,Oriental Creative Color,Action|Comedy|Historical|Martial Arts,Martial Arts,"The business elite—Yi Ning traveled to the Wu Dynasty in an alternate history, and became a son-in-law with a low status—surnamed Ning, named Yi, and a courtesy name Liheng. Because Yi Ning dreamed of martial arts since childhood, he simply hid his already familiar business skills in the second life, and aspired to become a generation of heroes. Unexpectedly, the morals of the world are not as simple as he thought. After becoming Ning Yi, not only was he involved in important court cases, but the Su family that he had joined was also threatened by powerful enemies... 

(Source: Bilibili, translated)"
44634,Magical Legend: Rise to Immortality,太乙仙魔录之灵飞纪Ⅱ,Tai Yi Xian Mo Lu Zhi Ling Fei Ji 2nd Season,ona,finished_airing,26,2017-04-25,,20758,19468,78,422,original,pg_13,Dancing CG Studio,Action|Adventure|Fantasy|Historical|Martial Arts,Martial Arts,
